"user_id","date","amount","category","status"
"user_002","2024-10-10T10:22:56.000Z",1500,"Expense","Pending"
"user_002","2024-10-09T11:35:42.000Z",1800,"Expense","Pending"
"user_002","2024-10-07T14:40:22.000Z",1100,"Expense","Paid"
"user_002","2024-10-06T17:43:25.000Z",2000,"Expense","Pending"
"user_002","2024-10-05T14:44:17.000Z",1100,"Expense","Paid"
"user_002","2024-10-05T12:04:33.000Z",2200,"Expense","Paid"
"user_002","2024-10-04T12:42:49.000Z",1300,"Expense","Paid"
"user_002","2024-10-02T12:55:42.000Z",900,"Expense","Paid"
"user_001","2024-09-24T16:22:16.000Z",1500,"Expense","Paid"
"user_001","2024-09-05T11:22:13.000Z",900,"Expense","Paid"
"user_004","2024-08-30T16:50:49.000Z",2200,"Expense","Paid"
"user_004","2024-08-30T16:03:44.000Z",1500,"Expense","Paid"
"user_004","2024-08-29T14:33:12.000Z",1100,"Expense","Paid"
"user_004","2024-08-28T14:30:44.000Z",1500,"Expense","Paid"
"user_004","2024-08-28T14:13:36.000Z",1500,"Expense","Pending"
"user_004","2024-08-25T15:40:11.000Z",1500,"Expense","Pending"
"user_004","2024-08-22T10:38:45.000Z",1100,"Expense","Paid"
"user_004","2024-08-22T10:37:02.000Z",1800,"Expense","Paid"
"user_004","2024-08-21T14:04:19.000Z",1100,"Expense","Paid"
"user_004","2024-08-20T10:12:22.000Z",1100,"Expense","Paid"
"user_004","2024-08-18T10:24:58.000Z",1500,"Expense","Paid"
"user_004","2024-08-16T10:27:42.000Z",700,"Expense","Paid"
"user_004","2024-08-13T16:50:45.000Z",1100,"Expense","Paid"
"user_004","2024-08-13T14:50:39.000Z",600.5,"Expense","Paid"
"user_004","2024-08-11T14:35:47.000Z",1500,"Expense","Pending"
"user_004","2024-08-09T14:16:30.000Z",1000,"Expense","Pending"
"user_004","2024-08-09T08:17:40.000Z",550,"Expense","Paid"
"user_004","2024-08-07T11:05:48.000Z",2300,"Expense","Paid"
"user_004","2024-08-05T17:30:23.000Z",150,"Expense","Paid"
"user_004","2024-08-05T12:14:03.000Z",600,"Expense","Pending"
"user_004","2024-08-03T13:30:02.000Z",800,"Expense","Pending"
"user_004","2024-08-01T10:22:40.000Z",1500,"Expense","Paid"
"user_003","2024-07-22T08:54:02.000Z",3500,"Expense","Paid"
"user_003","2024-07-08T07:42:57.000Z",3200,"Expense","Paid"
"user_002","2024-06-30T10:08:21.000Z",2200,"Expense","Paid"
"user_002","2024-06-30T09:41:23.000Z",600,"Expense","Paid"
"user_002","2024-06-26T09:18:29.000Z",1500,"Expense","Paid"
"user_002","2024-06-25T09:33:45.000Z",1100,"Expense","Paid"
"user_002","2024-06-23T19:45:56.000Z",450.75,"Expense","Pending"
"user_002","2024-06-22T13:40:07.000Z",1200,"Expense","Paid"
"user_002","2024-06-19T12:40:10.000Z",2200,"Expense","Paid"
"user_002","2024-06-19T12:05:21.000Z",600,"Expense","Paid"
"user_002","2024-06-15T14:20:13.000Z",900,"Expense","Paid"
"user_002","2024-06-14T16:20:33.000Z",1000.5,"Expense","Pending"
"user_002","2024-06-14T15:02:44.000Z",1900,"Expense","Pending"
"user_002","2024-06-14T11:50:57.000Z",600,"Expense","Pending"
"user_002","2024-06-12T17:32:42.000Z",600,"Expense","Paid"
"user_002","2024-06-12T03:13:09.000Z",2200.25,"Expense","Paid"
"user_002","2024-06-09T14:15:19.000Z",1100,"Expense","Paid"
"user_002","2024-06-08T09:20:37.000Z",1200,"Expense","Paid"
"user_002","2024-06-07T16:12:17.000Z",1800,"Expense","Paid"
"user_002","2024-06-05T09:40:33.000Z",600,"Expense","Paid"
"user_002","2024-06-03T10:12:28.000Z",1000,"Expense","Pending"
"user_002","2024-06-02T17:55:09.000Z",1500,"Expense","Pending"
"user_002","2024-06-02T02:32:17.000Z",600,"Expense","Paid"
"user_002","2024-06-01T14:34:41.000Z",600,"Expense","Paid"
"user_001","2024-05-16T09:03:22.000Z",850,"Expense","Paid"
"user_001","2024-05-07T14:12:30.000Z",1100,"Expense","Paid"
"user_004","2024-04-30T22:49:15.000Z",600.5,"Expense","Paid"
"user_004","2024-04-29T10:09:45.000Z",600,"Expense","Paid"
"user_004","2024-04-27T10:11:11.000Z",1200,"Expense","Paid"
"user_004","2024-04-26T12:10:13.000Z",1500,"Expense","Paid"
"user_004","2024-04-24T10:40:58.000Z",1000,"Expense","Paid"
"user_004","2024-04-23T14:16:40.000Z",1000,"Expense","Pending"
"user_004","2024-04-22T14:01:24.000Z",1000,"Expense","Pending"
"user_004","2024-04-22T06:55:17.000Z",1700,"Expense","Pending"
"user_004","2024-04-21T12:01:47.000Z",1100,"Expense","Pending"
"user_004","2024-04-18T16:58:43.000Z",900,"Expense","Paid"
"user_004","2024-04-18T08:11:14.000Z",2000,"Expense","Paid"
"user_004","2024-04-17T13:58:00.000Z",550,"Expense","Paid"
"user_004","2024-04-16T11:40:05.000Z",1200.5,"Expense","Paid"
"user_004","2024-04-13T13:22:58.000Z",1100,"Expense","Paid"
"user_004","2024-04-10T18:43:55.000Z",2200,"Expense","Paid"
"user_004","2024-04-10T16:44:52.000Z",1200,"Expense","Paid"
"user_004","2024-04-10T05:03:11.000Z",5000,"Expense","Paid"
"user_004","2024-04-09T06:55:07.000Z",1200.5,"Expense","Paid"
"user_004","2024-04-05T11:11:28.000Z",1500,"Expense","Paid"
"user_004","2024-04-04T10:13:09.000Z",1800,"Expense","Paid"
"user_004","2024-04-02T13:32:42.000Z",1800,"Expense","Paid"
"user_004","2024-04-02T11:47:52.000Z",1800,"Expense","Paid"
"user_004","2024-04-01T12:18:25.000Z",2200,"Expense","Paid"
"user_003","2024-03-15T11:22:49.000Z",3500,"Expense","Paid"
"user_003","2024-03-06T18:32:45.000Z",3200,"Expense","Paid"
"user_002","2024-02-28T08:20:10.000Z",850,"Expense","Pending"
"user_002","2024-02-27T16:22:59.000Z",850,"Expense","Pending"
"user_002","2024-02-27T15:17:48.000Z",1100,"Expense","Paid"
"user_002","2024-02-22T12:56:43.000Z",600,"Expense","Paid"
"user_002","2024-02-21T11:43:30.000Z",850,"Expense","Pending"
"user_002","2024-02-21T11:14:38.000Z",1200.5,"Expense","Paid"
"user_002","2024-02-20T17:30:12.000Z",2500,"Expense","Paid"
"user_002","2024-02-18T10:01:20.000Z",850,"Expense","Paid"
"user_002","2024-02-18T09:43:08.000Z",2300,"Expense","Pending"
"user_002","2024-02-18T07:16:33.000Z",1100,"Expense","Paid"
"user_002","2024-02-17T04:35:01.000Z",200,"Expense","Paid"
"user_002","2024-02-16T11:35:09.000Z",1500,"Expense","Paid"
"user_002","2024-02-14T11:42:32.000Z",1100,"Expense","Paid"
"user_002","2024-02-13T17:11:59.000Z",600,"Expense","Paid"
"user_002","2024-02-13T07:55:19.000Z",1900,"Expense","Pending"
"user_002","2024-02-12T15:45:08.000Z",950,"Expense","Pending"
"user_002","2024-02-12T15:28:39.000Z",1300,"Expense","Paid"
"user_002","2024-02-10T15:30:12.000Z",2500,"Expense","Pending"
"user_002","2024-02-09T13:45:07.000Z",1500,"Expense","Paid"
"user_002","2024-02-09T08:12:03.000Z",1000.5,"Expense","Pending"
"user_002","2024-02-08T12:48:55.000Z",2200,"Expense","Pending"
"user_002","2024-02-04T14:05:50.000Z",900,"Expense","Pending"
"user_002","2024-02-03T17:12:23.000Z",2200,"Expense","Pending"
"user_002","2024-02-03T14:17:09.000Z",850,"Expense","Paid"
"user_002","2024-02-03T11:10:47.000Z",1400,"Expense","Paid"
"user_002","2024-02-02T17:12:30.000Z",1800,"Expense","Pending"
"user_002","2024-02-01T07:59:02.000Z",1800,"Expense","Paid"
"user_001","2024-01-30T09:10:00.000Z",1300,"Expense","Paid"
"user_001","2024-01-18T12:03:56.000Z",850,"Expense","Paid"
